Dec  1 08:32:59 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669912379,0.01,0.0
Dec  1 08:49:47 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913387,0.0,0.04
Dec  1 08:49:49 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913389,0.0,0.04
Dec  1 08:49:51 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913392,0.0,0.04
Dec  1 08:49:53 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913393,0.0,0.04
Dec  1 08:49:55 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913395,0.01,0.04
Dec  1 08:49:57 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913397,0.0,0.04
Dec  1 08:49:59 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913399,0.0,0.04
Dec  1 08:50:01 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913401,0.0,0.04
Dec  1 08:50:03 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913403,0.0,0.04
Dec  1 08:50:04 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913404,0.0,0.04
Dec  1 08:50:05 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913405,0.0,0.04
Dec  1 08:50:07 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913407,0.0,0.04
Dec  1 08:50:09 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913410,0.0,0.04
Dec  1 08:50:11 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913411,0.0,0.04
Dec  1 08:50:13 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913413,0.0,0.04
Dec  1 08:50:15 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913415,0.0,0.04
Dec  1 08:50:17 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913417,0.0,0.04
Dec  1 08:50:19 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913419,0.0,0.04
Dec  1 08:50:21 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913421,0.0,0.04
Dec  1 08:50:23 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913423,0.0,0.04
Dec  1 08:50:25 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913425,0.0,0.04
Dec  1 08:50:27 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913427,0.0,0.04
Dec  1 08:50:29 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913429,0.0,0.04
Dec  1 08:50:31 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913431,0.0,0.04
Dec  1 08:50:33 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913433,0.0,0.04
Dec  1 08:50:35 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913435,0.0,0.04
Dec  1 08:50:37 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913438,0.0,0.04
Dec  1 08:50:39 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913439,0.0,0.04
Dec  1 08:50:41 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913441,0.0,0.04
Dec  1 08:50:43 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913443,0.0,0.04
Dec  1 08:50:45 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913446,0.0,0.04
Dec  1 08:50:47 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913447,0.0,0.04
Dec  1 08:50:49 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913449,0.0,0.04
Dec  1 08:50:51 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913451,0.0,0.04
Dec  1 08:50:53 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913453,0.0,0.04
Dec  1 08:50:55 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913456,0.0,0.04
Dec  1 08:50:57 judy64 weewx[2825849] INFO user.vantagenext: rain event: 1669913457,0.0,0.04
