1670081168,0.01,0.0
1670081754,0.0,0.06
1670081756,0.0,0.06
1670081758,0.0,0.06
1670081760,0.0,0.06
1670081762,0.01,0.06
1670081764,0.0,0.06
1670081766,0.0,0.06
1670081768,0.0,0.06
1670081770,0.0,0.06
1670081772,0.0,0.06
1670081774,0.0,0.06
1670081776,0.0,0.06
1670081778,0.0,0.06
1670081780,0.0,0.06
1670081782,0.0,0.06
1670081784,0.0,0.06
1670081786,0.0,0.06
1670081788,0.0,0.06
1670081790,0.0,0.06
1670081792,0.0,0.06
1670081794,0.0,0.06
1670081796,0.0,0.06
1670081798,0.0,0.06
1670081800,0.0,0.06
1670081802,0.0,0.06
1670081804,0.0,0.06
1670081806,0.0,0.06
1670081808,0.0,0.06
1670081810,0.0,0.06
1670081812,0.0,0.06
1670081814,0.0,0.06
1670081816,0.0,0.06
1670081818,0.0,0.06
1670081820,0.0,0.06
1670081822,0.0,0.06
1670081824,0.0,0.06
1670081826,0.0,0.06
1670081828,0.0,0.06
1670081830,0.0,0.06
1670081832,0.0,0.06
1670081834,0.0,0.06
1670081836,0.0,0.06
1670081838,0.0,0.06
1670081840,0.0,0.06
1670081842,0.0,0.06
1670081844,0.0,0.06
1670081846,0.0,0.06
1670081848,0.0,0.06
1670081850,0.0,0.06
1670081852,0.0,0.06
1670081854,0.0,0.06
1670081856,0.0,0.06
1670081858,0.0,0.06
1670081860,0.0,0.06
1670081862,0.0,0.06
1670081864,0.0,0.06
1670081866,0.0,0.06
1670081868,0.0,0.06
1670081870,0.0,0.06
1670081872,0.0,0.06
1670081874,0.0,0.06
1670081876,0.0,0.06
1670081878,0.0,0.06
1670081880,0.0,0.06
1670081882,0.0,0.06
1670081884,0.0,0.06
1670081886,0.0,0.06
1670081888,0.0,0.06
1670081890,0.0,0.06
1670081892,0.0,0.06
1670081894,0.0,0.06
1670081896,0.0,0.06
1670081898,0.0,0.06
1670081900,0.0,0.06
1670081902,0.0,0.06
1670081904,0.0,0.06
1670081906,0.0,0.06
1670081908,0.0,0.06
1670081910,0.0,0.06
1670081912,0.0,0.06
1670081914,0.0,0.06
1670081916,0.0,0.06
1670081918,0.0,0.06
1670081920,0.0,0.06
1670081922,0.0,0.06
1670081924,0.0,0.06
1670081926,0.0,0.06
1670081928,0.0,0.06
1670081930,0.0,0.06
1670081932,0.0,0.06
1670081934,0.0,0.06
1670081936,0.0,0.06
1670081938,0.0,0.06
1670081940,0.0,0.06
1670081942,0.0,0.06
1670081944,0.0,0.06
1670081946,0.0,0.06
1670081948,0.0,0.06
1670081950,0.0,0.06
1670081952,0.0,0.06
1670081954,0.0,0.06
1670081956,0.0,0.06
1670081958,0.0,0.06
1670081960,0.0,0.06
1670081962,0.0,0.06
1670081964,0.0,0.06
1670081966,0.0,0.06
1670081968,0.0,0.06
1670081970,0.0,0.06
1670081972,0.0,0.06
1670081974,0.0,0.06
1670081976,0.0,0.06
1670081978,0.0,0.06
1670081980,0.0,0.06
1670081982,0.0,0.06
1670081984,0.0,0.06
1670081986,0.0,0.06
1670081988,0.0,0.06
1670081990,0.0,0.06
1670081992,0.0,0.06
1670081994,0.0,0.06
1670081996,0.0,0.06
1670081998,0.0,0.06
1670082000,0.0,0.06
1670082002,0.0,0.06
1670082004,0.0,0.06
1670082004,0.0,0.06
1670082006,0.0,0.06
1670082008,0.0,0.06
1670082010,0.0,0.06
1670082012,0.0,0.06
1670082014,0.0,0.06
1670082016,0.0,0.06
1670082018,0.0,0.06
1670082020,0.0,0.06
1670082022,0.0,0.06
1670082024,0.0,0.06
1670082026,0.0,0.06
1670082028,0.0,0.06
1670082030,0.0,0.06
1670082032,0.0,0.06
1670082034,0.0,0.06
1670082036,0.0,0.06
1670082038,0.0,0.06
1670082040,0.0,0.06
1670082042,0.0,0.06
1670082044,0.0,0.06
1670082046,0.0,0.06
1670082048,0.0,0.06
1670082050,0.0,0.06
1670082052,0.0,0.06
1670082054,0.0,0.06
1670082056,0.0,0.06
1670082058,0.0,0.06
1670082060,0.0,0.06
1670082062,0.0,0.06
1670082064,0.0,0.06
1670082066,0.0,0.06
1670082068,0.0,0.06
1670082070,0.0,0.06
1670082072,0.0,0.06
1670082074,0.0,0.06
1670082076,0.0,0.06
1670082078,0.0,0.06
1670082080,0.0,0.06
1670082082,0.0,0.06
1670082084,0.0,0.06
1670082086,0.0,0.06
1670082088,0.0,0.06
1670082090,0.0,0.06
1670082092,0.0,0.06
1670082094,0.0,0.06
1670082096,0.0,0.06
1670082098,0.0,0.06
1670082100,0.0,0.06
1670082102,0.0,0.06
1670082104,0.0,0.06
1670082106,0.0,0.06
1670082108,0.0,0.06
1670082110,0.0,0.06
1670082112,0.0,0.06
1670082114,0.0,0.06
1670082116,0.0,0.06
1670082118,0.0,0.06
1670082120,0.0,0.06
1670082122,0.0,0.06
1670082124,0.0,0.06
1670082126,0.0,0.06
1670082128,0.0,0.06
1670082130,0.0,0.06
1670082132,0.0,0.06
1670082134,0.0,0.06
1670082136,0.0,0.06
1670082138,0.0,0.06
1670082140,0.0,0.06
1670082142,0.0,0.06
1670082144,0.0,0.06
1670082146,0.0,0.06
1670082148,0.0,0.06
1670082150,0.0,0.06
1670082152,0.0,0.06
1670082154,0.0,0.06
1670082156,0.0,0.06
1670082158,0.0,0.06
1670082160,0.0,0.06
1670082162,0.0,0.06
1670082164,0.0,0.06
1670082166,0.0,0.06
1670082168,0.0,0.06
1670082170,0.0,0.06
1670082172,0.0,0.06
1670082174,0.0,0.06
